Name,Sequence,Period,Year,Month,Type,Price
Hillman City,235,2015-10,2015,10,SFH,386100
Hillman City,236,2015-11,2015,11,SFH,388800
Hillman City,237,2015-12,2015,12,SFH,392500
Hillman City,238,2016-01,2016,1,SFH,396000
Hillman City,239,2016-02,2016,2,SFH,400500
Hillman City,240,2016-03,2016,3,SFH,409800
Hillman City,241,2016-04,2016,4,SFH,420800
Hillman City,242,2016-05,2016,5,SFH,426800
Hillman City,243,2016-06,2016,6,SFH,433700
Hillman City,244,2016-07,2016,7,SFH,443500
Hillman City,245,2016-08,2016,8,SFH,448500
Hillman City,246,2016-09,2016,9,SFH,449400
Hillman City,247,2016-10,2016,10,SFH,452500
Hillman City,248,2016-11,2016,11,SFH,456200
Hillman City,249,2016-12,2016,12,SFH,458800
Hillman City,250,2017-01,2017,1,SFH,459700
Hillman City,251,2017-02,2017,2,SFH,462500
Hillman City,252,2017-03,2017,3,SFH,467200
Meadowbrook,1,1996-04,1996,4,SFH,166100
Meadowbrook,2,1996-05,1996,5,SFH,165900
Meadowbrook,3,1996-06,1996,6,SFH,166100
Meadowbrook,4,1996-07,1996,7,SFH,166400
Meadowbrook,5,1996-08,1996,8,SFH,166300
Meadowbrook,6,1996-09,1996,9,SFH,165800
Meadowbrook,7,1996-10,1996,10,SFH,165300
Meadowbrook,8,1996-11,1996,11,SFH,164900
Meadowbrook,9,1996-12,1996,12,SFH,164800
Meadowbrook,10,1997-01,1997,1,SFH,165800
Meadowbrook,11,1997-02,1997,2,SFH,166800
Meadowbrook,12,1997-03,1997,3,SFH,167200
Meadowbrook,13,1997-04,1997,4,SFH,167800
Meadowbrook,14,1997-05,1997,5,SFH,169000
Meadowbrook,15,1997-06,1997,6,SFH,170600
Meadowbrook,16,1997-07,1997,7,SFH,172500
Meadowbrook,17,1997-08,1997,8,SFH,174500
Meadowbrook,18,1997-09,1997,9,SFH,176500
Meadowbrook,19,1997-10,1997,10,SFH,178700
Meadowbrook,20,1997-11,1997,11,SFH,180800
Meadowbrook,21,1997-12,1997,12,SFH,182300
Meadowbrook,22,1998-01,1998,1,SFH,183600
Meadowbrook,23,1998-02,1998,2,SFH,185500
Meadowbrook,24,1998-03,1998,3,SFH,187900
Meadowbrook,25,1998-04,1998,4,SFH,190500
Meadowbrook,26,1998-05,1998,5,SFH,193400
Meadowbrook,27,1998-06,1998,6,SFH,197200
Meadowbrook,28,1998-07,1998,7,SFH,201300
Meadowbrook,29,1998-08,1998,8,SFH,204000
Meadowbrook,30,1998-09,1998,9,SFH,206000
Meadowbrook,31,1998-10,1998,10,SFH,207800
Meadowbrook,32,1998-11,1998,11,SFH,208700
Meadowbrook,33,1998-12,1998,12,SFH,209300
Meadowbrook,34,1999-01,1999,1,SFH,211000
Meadowbrook,35,1999-02,1999,2,SFH,213000
Meadowbrook,36,1999-03,1999,3,SFH,214600
Meadowbrook,37,1999-04,1999,4,SFH,216200
Meadowbrook,38,1999-05,1999,5,SFH,218300
Meadowbrook,39,1999-06,1999,6,SFH,220600
Meadowbrook,40,1999-07,1999,7,SFH,222800
Meadowbrook,41,1999-08,1999,8,SFH,225400
Meadowbrook,42,1999-09,1999,9,SFH,227900
Meadowbrook,43,1999-10,1999,10,SFH,230200
Meadowbrook,44,1999-11,1999,11,SFH,233100
Meadowbrook,45,1999-12,1999,12,SFH,236200
Meadowbrook,46,2000-01,2000,1,SFH,239300
Meadowbrook,47,2000-02,2000,2,SFH,241700
Meadowbrook,48,2000-03,2000,3,SFH,243100
Meadowbrook,49,2000-04,2000,4,SFH,243300
Meadowbrook,50,2000-05,2000,5,SFH,244400
Meadowbrook,51,2000-06,2000,6,SFH,245800
Meadowbrook,52,2000-07,2000,7,SFH,247000
Meadowbrook,53,2000-08,2000,8,SFH,247400
Meadowbrook,54,2000-09,2000,9,SFH,247700
Meadowbrook,55,2000-10,2000,10,SFH,248100
Meadowbrook,56,2000-11,2000,11,SFH,249600
Meadowbrook,57,2000-12,2000,12,SFH,250900
Meadowbrook,58,2001-01,2001,1,SFH,252100
Meadowbrook,59,2001-02,2001,2,SFH,253100
Meadowbrook,60,2001-03,2001,3,SFH,254600
Meadowbrook,61,2001-04,2001,4,SFH,256300
Meadowbrook,62,2001-05,2001,5,SFH,257400
Meadowbrook,63,2001-06,2001,6,SFH,257300
Meadowbrook,64,2001-07,2001,7,SFH,257800
Meadowbrook,65,2001-08,2001,8,SFH,259700
Meadowbrook,66,2001-09,2001,9,SFH,261500
Meadowbrook,67,2001-10,2001,10,SFH,262700
Meadowbrook,68,2001-11,2001,11,SFH,263600
Meadowbrook,69,2001-12,2001,12,SFH,265000
Meadowbrook,70,2002-01,2002,1,SFH,266200
Meadowbrook,71,2002-02,2002,2,SFH,267400
Meadowbrook,72,2002-03,2002,3,SFH,268400
Meadowbrook,73,2002-04,2002,4,SFH,269700
Meadowbrook,74,2002-05,2002,5,SFH,271100
Meadowbrook,75,2002-06,2002,6,SFH,273100
Meadowbrook,76,2002-07,2002,7,SFH,273900
Meadowbrook,77,2002-08,2002,8,SFH,273900
Meadowbrook,78,2002-09,2002,9,SFH,274900
Meadowbrook,79,2002-10,2002,10,SFH,277100
Meadowbrook,80,2002-11,2002,11,SFH,278800
Meadowbrook,81,2002-12,2002,12,SFH,280300
Meadowbrook,82,2003-01,2003,1,SFH,281700
Meadowbrook,83,2003-02,2003,2,SFH,283300
Meadowbrook,84,2003-03,2003,3,SFH,285100
Meadowbrook,85,2003-04,2003,4,SFH,286900
Meadowbrook,86,2003-05,2003,5,SFH,288100
Meadowbrook,87,2003-06,2003,6,SFH,288200
Meadowbrook,88,2003-07,2003,7,SFH,287900
Meadowbrook,89,2003-08,2003,8,SFH,289100
Meadowbrook,90,2003-09,2003,9,SFH,291200
Meadowbrook,91,2003-10,2003,10,SFH,293400
Meadowbrook,92,2003-11,2003,11,SFH,295800
Meadowbrook,93,2003-12,2003,12,SFH,298400
Meadowbrook,94,2004-01,2004,1,SFH,300900
Meadowbrook,95,2004-02,2004,2,SFH,303300
Meadowbrook,96,2004-03,2004,3,SFH,305800
Meadowbrook,97,2004-04,2004,4,SFH,308700
Meadowbrook,98,2004-05,2004,5,SFH,311100
Meadowbrook,99,2004-06,2004,6,SFH,313600
Meadowbrook,100,2004-07,2004,7,SFH,316800
Meadowbrook,101,2004-08,2004,8,SFH,320000
Meadowbrook,102,2004-09,2004,9,SFH,322600
Meadowbrook,103,2004-10,2004,10,SFH,326500
Meadowbrook,104,2004-11,2004,11,SFH,332000
Meadowbrook,105,2004-12,2004,12,SFH,336900
Meadowbrook,106,2005-01,2005,1,SFH,341300
Meadowbrook,107,2005-02,2005,2,SFH,344500
Meadowbrook,108,2005-03,2005,3,SFH,347700
Meadowbrook,109,2005-04,2005,4,SFH,351300
Meadowbrook,110,2005-05,2005,5,SFH,355700
Meadowbrook,111,2005-06,2005,6,SFH,360300
Meadowbrook,112,2005-07,2005,7,SFH,366700
Meadowbrook,113,2005-08,2005,8,SFH,373400
Meadowbrook,114,2005-09,2005,9,SFH,379600
Meadowbrook,115,2005-10,2005,10,SFH,384300
Meadowbrook,116,2005-11,2005,11,SFH,388000
Meadowbrook,117,2005-12,2005,12,SFH,391200
Meadowbrook,118,2006-01,2006,1,SFH,394400
Meadowbrook,119,2006-02,2006,2,SFH,398500
Meadowbrook,120,2006-03,2006,3,SFH,403600
Meadowbrook,121,2006-04,2006,4,SFH,408800
Meadowbrook,122,2006-05,2006,5,SFH,414000
Meadowbrook,123,2006-06,2006,6,SFH,419300
Meadowbrook,124,2006-07,2006,7,SFH,422900
Meadowbrook,125,2006-08,2006,8,SFH,425200
Meadowbrook,126,2006-09,2006,9,SFH,426600
Meadowbrook,127,2006-10,2006,10,SFH,426800
Meadowbrook,128,2006-11,2006,11,SFH,426600
Meadowbrook,129,2006-12,2006,12,SFH,427100
Meadowbrook,130,2007-01,2007,1,SFH,428900
Meadowbrook,131,2007-02,2007,2,SFH,432000
Meadowbrook,132,2007-03,2007,3,SFH,436200
Meadowbrook,133,2007-04,2007,4,SFH,440000
Meadowbrook,134,2007-05,2007,5,SFH,443100
Meadowbrook,135,2007-06,2007,6,SFH,445500
Meadowbrook,136,2007-07,2007,7,SFH,446700
Meadowbrook,137,2007-08,2007,8,SFH,446400
Meadowbrook,138,2007-09,2007,9,SFH,445100
Meadowbrook,139,2007-10,2007,10,SFH,443700
Meadowbrook,140,2007-11,2007,11,SFH,442400
Meadowbrook,141,2007-12,2007,12,SFH,441100
Meadowbrook,142,2008-01,2008,1,SFH,439000
Meadowbrook,143,2008-02,2008,2,SFH,436900
Meadowbrook,144,2008-03,2008,3,SFH,434700
Meadowbrook,145,2008-04,2008,4,SFH,431900
Meadowbrook,146,2008-05,2008,5,SFH,429000
Meadowbrook,147,2008-06,2008,6,SFH,426300
Meadowbrook,148,2008-07,2008,7,SFH,423800
Meadowbrook,149,2008-08,2008,8,SFH,422100
Meadowbrook,150,2008-09,2008,9,SFH,420600
Meadowbrook,151,2008-10,2008,10,SFH,417800
Meadowbrook,152,2008-11,2008,11,SFH,414500
Meadowbrook,153,2008-12,2008,12,SFH,409600
Meadowbrook,154,2009-01,2009,1,SFH,403500
Meadowbrook,155,2009-02,2009,2,SFH,397200
Meadowbrook,156,2009-03,2009,3,SFH,391700
Meadowbrook,157,2009-04,2009,4,SFH,385600
Meadowbrook,158,2009-05,2009,5,SFH,380200
Meadowbrook,159,2009-06,2009,6,SFH,376300
Meadowbrook,160,2009-07,2009,7,SFH,373600
Meadowbrook,161,2009-08,2009,8,SFH,372000
Meadowbrook,162,2009-09,2009,9,SFH,372500
Meadowbrook,163,2009-10,2009,10,SFH,373800
Meadowbrook,164,2009-11,2009,11,SFH,373700
Meadowbrook,165,2009-12,2009,12,SFH,376700
Meadowbrook,166,2010-01,2010,1,SFH,382800
Meadowbrook,167,2010-02,2010,2,SFH,385200
Meadowbrook,168,2010-03,2010,3,SFH,381800
Meadowbrook,169,2010-04,2010,4,SFH,378600
Meadowbrook,170,2010-05,2010,5,SFH,376300
Meadowbrook,171,2010-06,2010,6,SFH,375600
Meadowbrook,172,2010-07,2010,7,SFH,374600
Meadowbrook,173,2010-08,2010,8,SFH,372900
Meadowbrook,174,2010-09,2010,9,SFH,371200
Meadowbrook,175,2010-10,2010,10,SFH,370400
Meadowbrook,176,2010-11,2010,11,SFH,367400
Meadowbrook,177,2010-12,2010,12,SFH,361500
Meadowbrook,178,2011-01,2011,1,SFH,355500
Meadowbrook,179,2011-02,2011,2,SFH,351400
Meadowbrook,180,2011-03,2011,3,SFH,350600
Meadowbrook,181,2011-04,2011,4,SFH,351600
Meadowbrook,182,2011-05,2011,5,SFH,351500
Meadowbrook,183,2011-06,2011,6,SFH,347300
Meadowbrook,184,2011-07,2011,7,SFH,345500
Meadowbrook,185,2011-08,2011,8,SFH,346300
Meadowbrook,186,2011-09,2011,9,SFH,344700
Meadowbrook,187,2011-10,2011,10,SFH,342100
Meadowbrook,188,2011-11,2011,11,SFH,342900
Meadowbrook,189,2011-12,2011,12,SFH,344500
Meadowbrook,190,2012-01,2012,1,SFH,346500
Meadowbrook,191,2012-02,2012,2,SFH,349800
Meadowbrook,192,2012-03,2012,3,SFH,352600
Meadowbrook,193,2012-04,2012,4,SFH,354400
Meadowbrook,194,2012-05,2012,5,SFH,356600
Meadowbrook,195,2012-06,2012,6,SFH,360800
Meadowbrook,196,2012-07,2012,7,SFH,364000
Meadowbrook,197,2012-08,2012,8,SFH,364200
Meadowbrook,198,2012-09,2012,9,SFH,366400
Meadowbrook,199,2012-10,2012,10,SFH,372100
Meadowbrook,200,2012-11,2012,11,SFH,378100
Meadowbrook,201,2012-12,2012,12,SFH,386200
Meadowbrook,202,2013-01,2013,1,SFH,394000
Meadowbrook,203,2013-02,2013,2,SFH,400800
Meadowbrook,204,2013-03,2013,3,SFH,406300
Meadowbrook,205,2013-04,2013,4,SFH,412300
Meadowbrook,206,2013-05,2013,5,SFH,418100
Meadowbrook,207,2013-06,2013,6,SFH,423700
Meadowbrook,208,2013-07,2013,7,SFH,426800
Meadowbrook,209,2013-08,2013,8,SFH,429800
Meadowbrook,210,2013-09,2013,9,SFH,432500
Meadowbrook,211,2013-10,2013,10,SFH,433600
Meadowbrook,212,2013-11,2013,11,SFH,438300
Meadowbrook,213,2013-12,2013,12,SFH,443100
Meadowbrook,214,2014-01,2014,1,SFH,445000
Meadowbrook,215,2014-02,2014,2,SFH,443500
Meadowbrook,216,2014-03,2014,3,SFH,443900
Meadowbrook,217,2014-04,2014,4,SFH,444900
Meadowbrook,218,2014-05,2014,5,SFH,448600
Meadowbrook,219,2014-06,2014,6,SFH,450900
Meadowbrook,220,2014-07,2014,7,SFH,453000
Meadowbrook,221,2014-08,2014,8,SFH,455600
Meadowbrook,222,2014-09,2014,9,SFH,458800
Meadowbrook,223,2014-10,2014,10,SFH,463000
Meadowbrook,224,2014-11,2014,11,SFH,465800
Meadowbrook,225,2014-12,2014,12,SFH,465200
Meadowbrook,226,2015-01,2015,1,SFH,466300
Meadowbrook,227,2015-02,2015,2,SFH,474400
Meadowbrook,228,2015-03,2015,3,SFH,486100
Meadowbrook,229,2015-04,2015,4,SFH,497300
Meadowbrook,230,2015-05,2015,5,SFH,504500
Meadowbrook,231,2015-06,2015,6,SFH,509000
Meadowbrook,232,2015-07,2015,7,SFH,514700
Meadowbrook,233,2015-08,2015,8,SFH,523800
Meadowbrook,234,2015-09,2015,9,SFH,532700
Meadowbrook,235,2015-10,2015,10,SFH,538000
Meadowbrook,236,2015-11,2015,11,SFH,542700
Meadowbrook,237,2015-12,2015,12,SFH,549500
Meadowbrook,238,2016-01,2016,1,SFH,556000
Meadowbrook,239,2016-02,2016,2,SFH,561800
Meadowbrook,240,2016-03,2016,3,SFH,570600
Meadowbrook,241,2016-04,2016,4,SFH,580300
Meadowbrook,242,2016-05,2016,5,SFH,588200
Meadowbrook,243,2016-06,2016,6,SFH,596200
Meadowbrook,244,2016-07,2016,7,SFH,603600
Meadowbrook,245,2016-08,2016,8,SFH,608300
Meadowbrook,246,2016-09,2016,9,SFH,612500
Meadowbrook,247,2016-10,2016,10,SFH,617300
Meadowbrook,248,2016-11,2016,11,SFH,622300
Meadowbrook,249,2016-12,2016,12,SFH,627900
Meadowbrook,250,2017-01,2017,1,SFH,633900
Meadowbrook,251,2017-02,2017,2,SFH,641000
Meadowbrook,252,2017-03,2017,3,SFH,648100
Riverview,1,1996-04,1996,4,SFH,124700
Riverview,2,1996-05,1996,5,SFH,123800
Riverview,3,1996-06,1996,6,SFH,123300
Riverview,4,1996-07,1996,7,SFH,123000
Riverview,5,1996-08,1996,8,SFH,122300
Riverview,6,1996-09,1996,9,SFH,122000
Riverview,7,1996-10,1996,10,SFH,121800
Riverview,8,1996-11,1996,11,SFH,121800
Riverview,9,1996-12,1996,12,SFH,122400
Riverview,10,1997-01,1997,1,SFH,123700
Riverview,11,1997-02,1997,2,SFH,124900
Riverview,12,1997-03,1997,3,SFH,126200
Riverview,13,1997-04,1997,4,SFH,128100
Riverview,14,1997-05,1997,5,SFH,130200
Riverview,15,1997-06,1997,6,SFH,132000
Riverview,16,1997-07,1997,7,SFH,133800
Riverview,17,1997-08,1997,8,SFH,135500
Riverview,18,1997-09,1997,9,SFH,137000
Riverview,19,1997-10,1997,10,SFH,138700
Riverview,20,1997-11,1997,11,SFH,140200
Riverview,21,1997-12,1997,12,SFH,141100
Riverview,22,1998-01,1998,1,SFH,142000
Riverview,23,1998-02,1998,2,SFH,143000
Riverview,24,1998-03,1998,3,SFH,143800
Riverview,25,1998-04,1998,4,SFH,145100
Riverview,26,1998-05,1998,5,SFH,147000
Riverview,27,1998-06,1998,6,SFH,149200
Riverview,28,1998-07,1998,7,SFH,151400
Riverview,29,1998-08,1998,8,SFH,153500
Riverview,30,1998-09,1998,9,SFH,155800
Riverview,31,1998-10,1998,10,SFH,157300
Riverview,32,1998-11,1998,11,SFH,157900
Riverview,33,1998-12,1998,12,SFH,159000
Riverview,34,1999-01,1999,1,SFH,160700
Riverview,35,1999-02,1999,2,SFH,162200
Riverview,36,1999-03,1999,3,SFH,164200
Riverview,37,1999-04,1999,4,SFH,165600
Riverview,38,1999-05,1999,5,SFH,166400
Riverview,39,1999-06,1999,6,SFH,166700
Riverview,40,1999-07,1999,7,SFH,166800
Riverview,41,1999-08,1999,8,SFH,167600
Riverview,42,1999-09,1999,9,SFH,169300
Riverview,43,1999-10,1999,10,SFH,171200
Riverview,44,1999-11,1999,11,SFH,173400
Riverview,45,1999-12,1999,12,SFH,175900
Riverview,46,2000-01,2000,1,SFH,178400
Riverview,47,2000-02,2000,2,SFH,180800
Riverview,48,2000-03,2000,3,SFH,182400
Riverview,49,2000-04,2000,4,SFH,183500
Riverview,50,2000-05,2000,5,SFH,184300
Riverview,51,2000-06,2000,6,SFH,185200
Riverview,52,2000-07,2000,7,SFH,186700
Riverview,53,2000-08,2000,8,SFH,188800
Riverview,54,2000-09,2000,9,SFH,191200
Riverview,55,2000-10,2000,10,SFH,193600
Riverview,56,2000-11,2000,11,SFH,196200
Riverview,57,2000-12,2000,12,SFH,197900
Riverview,58,2001-01,2001,1,SFH,198800
Riverview,59,2001-02,2001,2,SFH,199000
Riverview,60,2001-03,2001,3,SFH,199600
Riverview,61,2001-04,2001,4,SFH,200600
Riverview,62,2001-05,2001,5,SFH,201300
Riverview,63,2001-06,2001,6,SFH,202000
Riverview,64,2001-07,2001,7,SFH,203400
Riverview,65,2001-08,2001,8,SFH,205500
Riverview,66,2001-09,2001,9,SFH,207200
Riverview,67,2001-10,2001,10,SFH,208800
Riverview,68,2001-11,2001,11,SFH,209600
Riverview,69,2001-12,2001,12,SFH,209800
Riverview,70,2002-01,2002,1,SFH,210000
Riverview,71,2002-02,2002,2,SFH,210600
Riverview,72,2002-03,2002,3,SFH,211700
Riverview,73,2002-04,2002,4,SFH,213500
Riverview,74,2002-05,2002,5,SFH,215900
Riverview,75,2002-06,2002,6,SFH,218000
Riverview,76,2002-07,2002,7,SFH,219800
Riverview,77,2002-08,2002,8,SFH,221200
Riverview,78,2002-09,2002,9,SFH,221900
Riverview,79,2002-10,2002,10,SFH,222300
Riverview,80,2002-11,2002,11,SFH,222900
Riverview,81,2002-12,2002,12,SFH,223900
Riverview,82,2003-01,2003,1,SFH,226100
Riverview,83,2003-02,2003,2,SFH,228400
Riverview,84,2003-03,2003,3,SFH,229200
Riverview,85,2003-04,2003,4,SFH,229800
Riverview,86,2003-05,2003,5,SFH,230700
Riverview,87,2003-06,2003,6,SFH,231200
Riverview,88,2003-07,2003,7,SFH,231400
Riverview,89,2003-08,2003,8,SFH,231100
Riverview,90,2003-09,2003,9,SFH,231300
Riverview,91,2003-10,2003,10,SFH,232200
Riverview,92,2003-11,2003,11,SFH,233400
Riverview,93,2003-12,2003,12,SFH,234800
Riverview,94,2004-01,2004,1,SFH,236100
Riverview,95,2004-02,2004,2,SFH,237400
Riverview,96,2004-03,2004,3,SFH,239800
Riverview,97,2004-04,2004,4,SFH,243400
Riverview,98,2004-05,2004,5,SFH,247000
Riverview,99,2004-06,2004,6,SFH,249700
Riverview,100,2004-07,2004,7,SFH,251400
Riverview,101,2004-08,2004,8,SFH,252500
Riverview,102,2004-09,2004,9,SFH,253000
Riverview,103,2004-10,2004,10,SFH,254800
Riverview,104,2004-11,2004,11,SFH,257800
Riverview,105,2004-12,2004,12,SFH,261700
Riverview,106,2005-01,2005,1,SFH,265600
Riverview,107,2005-02,2005,2,SFH,270000
Riverview,108,2005-03,2005,3,SFH,273900
Riverview,109,2005-04,2005,4,SFH,276700
Riverview,110,2005-05,2005,5,SFH,279700
Riverview,111,2005-06,2005,6,SFH,284500
Riverview,112,2005-07,2005,7,SFH,289700
Riverview,113,2005-08,2005,8,SFH,293900
Riverview,114,2005-09,2005,9,SFH,298400
Riverview,115,2005-10,2005,10,SFH,303200
Riverview,116,2005-11,2005,11,SFH,308900
Riverview,117,2005-12,2005,12,SFH,314700
Riverview,118,2006-01,2006,1,SFH,320000
Riverview,119,2006-02,2006,2,SFH,324500
Riverview,120,2006-03,2006,3,SFH,328200
Riverview,121,2006-04,2006,4,SFH,330200
Riverview,122,2006-05,2006,5,SFH,332500
Riverview,123,2006-06,2006,6,SFH,336600
Riverview,124,2006-07,2006,7,SFH,342800
Riverview,125,2006-08,2006,8,SFH,349900
Riverview,126,2006-09,2006,9,SFH,355300
Riverview,127,2006-10,2006,10,SFH,357900
Riverview,128,2006-11,2006,11,SFH,360000
Riverview,129,2006-12,2006,12,SFH,360900
Riverview,130,2007-01,2007,1,SFH,359200
Riverview,131,2007-02,2007,2,SFH,358000
Riverview,132,2007-03,2007,3,SFH,359000
Riverview,133,2007-04,2007,4,SFH,360700
Riverview,134,2007-05,2007,5,SFH,362400
Riverview,135,2007-06,2007,6,SFH,363500
Riverview,136,2007-07,2007,7,SFH,362500
Riverview,137,2007-08,2007,8,SFH,360300
Riverview,138,2007-09,2007,9,SFH,358900
Riverview,139,2007-10,2007,10,SFH,357500
Riverview,140,2007-11,2007,11,SFH,355200
Riverview,141,2007-12,2007,12,SFH,354000
Riverview,142,2008-01,2008,1,SFH,354000
Riverview,143,2008-02,2008,2,SFH,353200
Riverview,144,2008-03,2008,3,SFH,351900
Riverview,145,2008-04,2008,4,SFH,351300
Riverview,146,2008-05,2008,5,SFH,349600
Riverview,147,2008-06,2008,6,SFH,345600
Riverview,148,2008-07,2008,7,SFH,341600
Riverview,149,2008-08,2008,8,SFH,338700
Riverview,150,2008-09,2008,9,SFH,334600
Riverview,151,2008-10,2008,10,SFH,328900
Riverview,152,2008-11,2008,11,SFH,323300
Riverview,153,2008-12,2008,12,SFH,318700
Riverview,154,2009-01,2009,1,SFH,315400
Riverview,155,2009-02,2009,2,SFH,312000
Riverview,156,2009-03,2009,3,SFH,307200
Riverview,157,2009-04,2009,4,SFH,302600
Riverview,158,2009-05,2009,5,SFH,299100
Riverview,159,2009-06,2009,6,SFH,296500
Riverview,160,2009-07,2009,7,SFH,296200
Riverview,161,2009-08,2009,8,SFH,298100
Riverview,162,2009-09,2009,9,SFH,300600
Riverview,163,2009-10,2009,10,SFH,302000
Riverview,164,2009-11,2009,11,SFH,303500
Riverview,165,2009-12,2009,12,SFH,303500
Riverview,166,2010-01,2010,1,SFH,301900
Riverview,167,2010-02,2010,2,SFH,300000
Riverview,168,2010-03,2010,3,SFH,299000
Riverview,169,2010-04,2010,4,SFH,297600
Riverview,170,2010-05,2010,5,SFH,294800
Riverview,171,2010-06,2010,6,SFH,290700
Riverview,172,2010-07,2010,7,SFH,286600
Riverview,173,2010-08,2010,8,SFH,281100
Riverview,174,2010-09,2010,9,SFH,275400
Riverview,175,2010-10,2010,10,SFH,271800
Riverview,176,2010-11,2010,11,SFH,269700
Riverview,177,2010-12,2010,12,SFH,266900
Riverview,178,2011-01,2011,1,SFH,264000
Riverview,179,2011-02,2011,2,SFH,260800
Riverview,180,2011-03,2011,3,SFH,257200
Riverview,181,2011-04,2011,4,SFH,253800
Riverview,182,2011-05,2011,5,SFH,250600
Riverview,183,2011-06,2011,6,SFH,248300
Riverview,184,2011-07,2011,7,SFH,245500
Riverview,185,2011-08,2011,8,SFH,242500
Riverview,186,2011-09,2011,9,SFH,240200
Riverview,187,2011-10,2011,10,SFH,239200
Riverview,188,2011-11,2011,11,SFH,238000
Riverview,189,2011-12,2011,12,SFH,237300
Riverview,190,2012-01,2012,1,SFH,237200
Riverview,191,2012-02,2012,2,SFH,237600
Riverview,192,2012-03,2012,3,SFH,239100
Riverview,193,2012-04,2012,4,SFH,241700
Riverview,194,2012-05,2012,5,SFH,245100
Riverview,195,2012-06,2012,6,SFH,247700
Riverview,196,2012-07,2012,7,SFH,248000
Riverview,197,2012-08,2012,8,SFH,249400
Riverview,198,2012-09,2012,9,SFH,254600
Riverview,199,2012-10,2012,10,SFH,260000
Riverview,200,2012-11,2012,11,SFH,261700
Riverview,201,2012-12,2012,12,SFH,263600
Riverview,202,2013-01,2013,1,SFH,266600
Riverview,203,2013-02,2013,2,SFH,271100
Riverview,204,2013-03,2013,3,SFH,275300
Riverview,205,2013-04,2013,4,SFH,279600
Riverview,206,2013-05,2013,5,SFH,282800
Riverview,207,2013-06,2013,6,SFH,285700
Riverview,208,2013-07,2013,7,SFH,287500
Riverview,209,2013-08,2013,8,SFH,289300
Riverview,210,2013-09,2013,9,SFH,291000
Riverview,211,2013-10,2013,10,SFH,293800
Riverview,212,2013-11,2013,11,SFH,297000
Riverview,213,2013-12,2013,12,SFH,299400
Riverview,214,2014-01,2014,1,SFH,303600
Riverview,215,2014-02,2014,2,SFH,309600
Riverview,216,2014-03,2014,3,SFH,312300
Riverview,217,2014-04,2014,4,SFH,310200
Riverview,218,2014-05,2014,5,SFH,309800
Riverview,219,2014-06,2014,6,SFH,311500
Riverview,220,2014-07,2014,7,SFH,313400
Riverview,221,2014-08,2014,8,SFH,314700
Riverview,222,2014-09,2014,9,SFH,315300
Riverview,223,2014-10,2014,10,SFH,316100
Riverview,224,2014-11,2014,11,SFH,318200
Riverview,225,2014-12,2014,12,SFH,321200
Riverview,226,2015-01,2015,1,SFH,324100
Riverview,227,2015-02,2015,2,SFH,326300
Riverview,228,2015-03,2015,3,SFH,330900
Riverview,229,2015-04,2015,4,SFH,338800
Riverview,230,2015-05,2015,5,SFH,346300
Riverview,231,2015-06,2015,6,SFH,352900
Riverview,232,2015-07,2015,7,SFH,363600
Riverview,233,2015-08,2015,8,SFH,375400
Riverview,234,2015-09,2015,9,SFH,383200
Riverview,235,2015-10,2015,10,SFH,386400
Riverview,236,2015-11,2015,11,SFH,390200
Riverview,237,2015-12,2015,12,SFH,394600
Riverview,238,2016-01,2016,1,SFH,398000
Riverview,239,2016-02,2016,2,SFH,400200
Riverview,240,2016-03,2016,3,SFH,404500
Riverview,241,2016-04,2016,4,SFH,410800
Riverview,242,2016-05,2016,5,SFH,416800
Riverview,243,2016-06,2016,6,SFH,425300
Riverview,244,2016-07,2016,7,SFH,434900
Riverview,245,2016-08,2016,8,SFH,440000
Riverview,246,2016-09,2016,9,SFH,441600
Riverview,247,2016-10,2016,10,SFH,445400
Riverview,248,2016-11,2016,11,SFH,450100
Riverview,249,2016-12,2016,12,SFH,454600
Riverview,250,2017-01,2017,1,SFH,457600
Riverview,251,2017-02,2017,2,SFH,461600
Riverview,252,2017-03,2017,3,SFH,466400
Judkins Park,1,1996-04,1996,4,SFH,144500
Judkins Park,2,1996-05,1996,5,SFH,143300
Judkins Park,3,1996-06,1996,6,SFH,140600
Judkins Park,4,1996-07,1996,7,SFH,138900
Judkins Park,5,1996-08,1996,8,SFH,138000
Judkins Park,6,1996-09,1996,9,SFH,137000
Judkins Park,7,1996-10,1996,10,SFH,136100
Judkins Park,8,1996-11,1996,11,SFH,136700
Judkins Park,9,1996-12,1996,12,SFH,138600
Judkins Park,10,1997-01,1997,1,SFH,140400
Judkins Park,11,1997-02,1997,2,SFH,141500
Judkins Park,12,1997-03,1997,3,SFH,142000
Judkins Park,13,1997-04,1997,4,SFH,142700
Judkins Park,14,1997-05,1997,5,SFH,144300
Judkins Park,15,1997-06,1997,6,SFH,146900
Judkins Park,16,1997-07,1997,7,SFH,149700
Judkins Park,17,1997-08,1997,8,SFH,152600
Judkins Park,18,1997-09,1997,9,SFH,155400
Judkins Park,19,1997-10,1997,10,SFH,158000
Judkins Park,20,1997-11,1997,11,SFH,159900
Judkins Park,21,1997-12,1997,12,SFH,162300
Judkins Park,22,1998-01,1998,1,SFH,164200
Judkins Park,23,1998-02,1998,2,SFH,166200
Judkins Park,24,1998-03,1998,3,SFH,168400
Judkins Park,25,1998-04,1998,4,SFH,170400
